r_m,depth_km,sigma_S_m,eps_r
1.454445125050410861e+06,2.829548749495891116e+02,2.445774309485624771e-07,4.000000000000000000e+00
1.462475627682829509e+06,2.749243723171704801e+02,2.221389320425083150e-07,4.000000000000000000e+00
1.470278217746006325e+06,2.671217822539936719e+02,2.023107987563134680e-07,4.000000000000000000e+00
1.477859363594613038e+06,2.595406364053869765e+02,1.847420983517199086e-07,4.000000000000000000e+00
1.485225350005853921e+06,2.521746499941460797e+02,1.691345744607686140e-07,4.000000000000000000e+00
1.492382283389553428e+06,2.450177166104465698e+02,1.552340023967865552e-07,4.000000000000000000e+00
1.499336096850374714e+06,2.380639031496252755e+02,1.428230737486597662e-07,4.000000000000000000e+00
1.506092555106368847e+06,2.313074448936311569e+02,1.317155215971735762e-07,4.000000000000000000e+00
1.512657259267932503e+06,2.247427407320674888e+02,1.217512553781295247e-07,4.000000000000000000e+00
1.519035651481134119e+06,2.183643485188658815e+02,1.127923199727003311e-07,4.000000000000000000e+00
1.525233019439256517e+06,2.121669805607434967e+02,1.047195297017615817e-07,4.000000000000000000e+00
1.531254500766301760e+06,2.061454992336982457e+02,9.742965659525333256e-08,4.000000000000000000e+00
1.537105087276085047e+06,2.002949127239149618e+02,9.083307519073254730e-08,4.000000000000000000e+00
1.542789629110454116e+06,1.946103708895458908e+02,8.485178442102375660e-08,4.000000000000000000e+00
1.548312838760059560e+06,1.890871612399404285e+02,7.941774183980883187e-08,4.000000000000000000e+00
1.553679294971016934e+06,1.837207050289830761e+02,7.447145725591714382e-08,4.000000000000000000e+00
1.558893446540690027e+06,1.785065534593099699e+02,6.996080238960900029e-08,4.000000000000000000e+00
1.563959616005748278e+06,1.734403839942517322e+02,6.584000088879438399e-08,4.000000000000000000e+00
1.568882003225553781e+06,1.685179967744462317e+02,6.206876931389785757e-08,4.000000000000000000e+00
1.573664688863849500e+06,1.637353111361505000e+02,5.861158480458437624e-08,4.000000000000000000e+00
1.578311637771632057e+06,1.590883622283679415e+02,5.543705930794752096e-08,4.000000000000000000e+00
1.582826702274018433e+06,1.545732977259815755e+02,5.251740365743239001e-08,4.000000000000000000e+00
1.587213625363826519e+06,1.501863746361734684e+02,4.982796758939727583e-08,4.000000000000000000e+00
1.591476043804520043e+06,1.459239561954799456e+02,4.734684408549601528e-08,4.000000000000000000e+00
1.595617491145088105e+06,1.417825088549118959e+02,4.505452832675920907e-08,4.000000000000000000e+00
1.599641400649362011e+06,1.377585993506379793e+02,4.293362311398100983e-08,4.000000000000000000e+00
1.603551108142193407e+06,1.338488918578065920e+02,4.096858390888297265e-08,4.000000000000000000e+00
1.607349854774856940e+06,1.300501452251430692e+02,3.914549773015268444e-08,4.000000000000000000e+00
1.611040789711966645e+06,1.263592102880333528e+02,3.745189103721228004e-08,4.000000000000000000e+00
1.614626972742137732e+06,1.227730272578622674e+02,3.587656248444090349e-08,4.000000000000000000e+00
1.618111376814553514e+06,1.192886231854464825e+02,3.440943705562422776e-08,4.000000000000000000e+00
1.621496890503543662e+06,1.159031094964563380e+02,3.304143861386027347e-08,4.000000000000000000e+00
1.624786320403214544e+06,1.126136795967854596e+02,3.176437834343136182e-08,4.000000000000000000e+00
1.627982393454118865e+06,1.094176065458811422e+02,3.057085693150437002e-08,4.000000000000000000e+00
1.631087759203891503e+06,1.063122407961084974e+02,2.945417865066916110e-08,4.000000000000000000e+00
1.634104992003727704e+06,1.032950079962722896e+02,2.840827576791985854e-08,4.000000000000000000e+00
1.637036593142522732e+06,1.003634068574772726e+02,2.742764192969837720e-08,4.000000000000000000e+00
1.639884992920441553e+06,9.751500707955844405e+01,2.650727336263678264e-08,4.000000000000000000e+00
1.642652552663641749e+06,9.474744733635824900e+01,2.564261689112896971e-08,4.000000000000000000e+00
1.645341566681813914e+06,9.205843331818608988e+01,2.482952391036448053e-08,4.000000000000000000e+00
1.647954264170166804e+06,8.944573582983319682e+01,2.406420957074746265e-08,4.000000000000000000e+00
1.650492811057433020e+06,8.690718894256697524e+01,2.334321652985338225e-08,4.000000000000000000e+00
1.652959311801425414e+06,8.444068819857459118e+01,2.266338271387759962e-08,4.000000000000000000e+00
1.655355811133634066e+06,8.204418886636592845e+01,2.202181260410689557e-08,4.000000000000000000e+00
1.657684295754312072e+06,7.971570424568793101e+01,2.141585162714501409e-08,4.000000000000000000e+00
1.659946695979451062e+06,7.745330402054894137e+01,2.084306328200500879e-08,4.000000000000000000e+00
1.662144887341014808e+06,7.525511265898519753e+01,2.030120868404629289e-08,4.000000000000000000e+00
1.664280692141757812e+06,7.311930785824219470e+01,1.978822824618868828e-08,4.000000000000000000e+00
1.666355880965915276e+06,7.104411903408472995e+01,1.930222525281585803e-08,4.000000000000000000e+00
1.668372174147019628e+06,6.902782585298037077e+01,1.884145111206637771e-08,4.000000000000000000e+00
1.670331243194058305e+06,6.706875680594168898e+01,1.840429209847781830e-08,4.000000000000000000e+00
1.672234712177157169e+06,6.516528782284282784e+01,1.798925742076504494e-08,4.000000000000000000e+00
1.674084159073935123e+06,6.331584092606487957e+01,1.759496846935816750e-08,4.000000000000000000e+00
1.675881117077649105e+06,6.151888292235089750e+01,1.722014911561236328e-08,4.000000000000000000e+00
1.677627075868214015e+06,5.977292413178598451e+01,1.686361694968017970e-08,4.000000000000000000e+00
1.679323482847147156e+06,5.807651715285284411e+01,1.652427535721483195e-08,4.000000000000000000e+00
1.680971744337467244e+06,5.642825566253275582e+01,1.620110634658956471e-08,4.000000000000000000e+00
1.682573226749535417e+06,5.482677325046458350e+01,1.589316404841971342e-08,4.000000000000000000e+00
1.684129257713813102e+06,5.327074228618689489e+01,1.559956881802083995e-08,4.000000000000000000e+00
1.685641127181467135e+06,5.175887281853286481e+01,1.531950187921723856e-08,4.000000000000000000e+00
1.687110088493741117e+06,5.028991150625888196e+01,1.505220045475100442e-08,4.000000000000000000e+00
1.688537359420976602e+06,4.886264057902339886e+01,1.486228817928126828e-08,4.000000000000000000e+00
1.689924123172146035e+06,4.747587682785396623e+01,1.469608781903109116e-08,4.000000000000000000e+00
1.691271529375733808e+06,4.612847062426619260e+01,1.453638475078377480e-08,4.000000000000000000e+00
1.692580695032779360e+06,4.481930496722063850e+01,1.438287668140053544e-08,4.000000000000000000e+00
1.693852705442872364e+06,4.354729455712763553e+01,1.423527818554402693e-08,4.000000000000000000e+00
1.695088615103866905e+06,4.231138489613309162e+01,1.409331960195805579e-08,4.000000000000000000e+00
1.696289448586061597e+06,4.111055141393840273e+01,1.395674601193619368e-08,4.000000000000000000e+00
1.697456201381568797e+06,3.994379861843120239e+01,1.382531629317233174e-08,4.000000000000000000e+00
1.698589840729578864e+06,3.881015927042113844e+01,1.369880224280479900e-08,4.000000000000000000e+00
1.699691306418202352e+06,3.770869358179764674e+01,1.357698776402108690e-08,4.000000000000000000e+00
1.700761511563555105e+06,3.663848843644489506e+01,1.345966811109341135e-08,4.000000000000000000e+00
1.701801343366732588e+06,3.559865663326741014e+01,1.334664918816907162e-08,4.000000000000000000e+00
1.702811663849300472e+06,3.458833615069952572e+01,1.323774689754947863e-08,4.000000000000000000e+00
1.703793310567911249e+06,3.360668943208874992e+01,1.313278653356397234e-08,4.000000000000000000e+00
1.704747097308639204e+06,3.265290269136079360e+01,1.303160221847922423e-08,4.000000000000000000e+00
1.705673814761610469e+06,3.172618523838952953e+01,1.293403637719145106e-08,4.000000000000000000e+00
1.706574231176485540e+06,3.082576882351445846e+01,1.283993924772356668e-08,4.000000000000000000e+00
1.707449092999338638e+06,2.995090700066136336e+01,1.274916842480203422e-08,4.000000000000000000e+00
1.708299125491462881e+06,2.910087450853712099e+01,1.266158843401392716e-08,4.000000000000000000e+00
1.709125033330612583e+06,2.827496666938741754e+01,1.257707033425423073e-08,4.000000000000000000e+00
1.709927501195181161e+06,2.747249880481883721e+01,1.249549134636057638e-08,4.000000000000000000e+00
1.710707194331800798e+06,2.669280566819920253e+01,1.241673450600462750e-08,4.000000000000000000e+00
1.711464759106831625e+06,2.593524089316837333e+01,1.234068833906657834e-08,4.000000000000000000e+00
1.712200823542201892e+06,2.519917645779811011e+01,1.226724655786008684e-08,4.000000000000000000e+00
1.712915997836036375e+06,2.448400216396362694e+01,1.219630777670829397e-08,4.000000000000000000e+00
1.713610874868513318e+06,2.378912513148668140e+01,1.212777524548653842e-08,4.000000000000000000e+00
1.714286030693361303e+06,2.311396930663869753e+01,1.206155659985980448e-08,4.000000000000000000e+00
1.714942025015408872e+06,2.245797498459112873e+01,1.199756362703998579e-08,4.000000000000000000e+00
1.715579401654580375e+06,2.182059834541962573e+01,1.193571204597966582e-08,4.000000000000000000e+00
1.716198688996723155e+06,2.120131100327684592e+01,1.187592130100272951e-08,4.000000000000000000e+00
1.716800400431639515e+06,2.059959956836048534e+01,1.181811436794799410e-08,4.000000000000000000e+00
1.717385034778688569e+06,2.001496522131143152e+01,1.176221757197243872e-08,4.000000000000000000e+00
1.717953076700306498e+06,1.944692329969350197e+01,1.170816041622414636e-08,4.000000000000000000e+00
1.718504997103792848e+06,1.889500289620715279e+01,1.165587542065514188e-08,4.000000000000000000e+00
1.719041253531693714e+06,1.835874646830628620e+01,1.160529797029695607e-08,4.000000000000000000e+00
1.719562290541103343e+06,1.783770945889665782e+01,1.155636617237354428e-08,4.000000000000000000e+00
1.720068540072204312e+06,1.733145992779568800e+01,1.150902072166944603e-08,4.000000000000000000e+00
1.720560421806345228e+06,1.683957819365477349e+01,1.146320477361574814e-08,4.000000000000000000e+00
1.721038343513956992e+06,1.636165648604300671e+01,1.141886382459371327e-08,4.000000000000000000e+00
1.721502701392595191e+06,1.589729860740481016e+01,1.137594559899169293e-08,4.000000000000000000e+00
1.721953880395387998e+06,1.544611960461200262e+01,1.133439994258485856e-08,4.000000000000000000e+00
1.722392254550162936e+06,1.500774544983706349e+01,1.129417872183710740e-08,4.000000000000000000e+00
1.722818187269516289e+06,1.458181273048371018e+01,1.125523572875210779e-08,4.000000000000000000e+00
1.723232031652082456e+06,1.416796834791754378e+01,1.121752659092761993e-08,4.000000000000000000e+00
1.723634130775252590e+06,1.376586922474741037e+01,1.118100868649002678e-08,4.000000000000000000e+00
1.724024817979587242e+06,1.337518202041275828e+01,1.114564106360865458e-08,4.000000000000000000e+00
1.724404417145154206e+06,1.299558285484579478e+01,1.111138436431047801e-08,4.000000000000000000e+00
1.724773242960027419e+06,1.262675703997258125e+01,1.107820075233314925e-08,4.000000000000000000e+00
1.725131601181162521e+06,1.226839881883747907e+01,1.104605384477427150e-08,4.000000000000000000e+00
1.725479788887869334e+06,1.192021111213066575e+01,1.101490864730867477e-08,4.000000000000000000e+00
1.725818094728092197e+06,1.158190527190780195e+01,1.098473149276246829e-08,4.000000000000000000e+00
1.726146799157697940e+06,1.125320084230206064e+01,1.095548998284516929e-08,4.000000000000000000e+00
1.726466174672975205e+06,1.093382532702479537e+01,1.092715293285547987e-08,4.000000000000000000e+00
1.726776486036533490e+06,1.062351396346651100e+01,1.089969031918724728e-08,4.000000000000000000e+00
1.727077990496791899e+06,1.032200950320810051e+01,1.087307322947394506e-08,4.000000000000000000e+00
1.727370938001238042e+06,1.002906199876195714e+01,1.084727381522056569e-08,4.000000000000000000e+00
1.727655571403635200e+06,9.744428596364800299e+00,1.082226524678073737e-08,4.000000000000000000e+00
1.727932126665347721e+06,9.467873334652278317e+00,1.079802167054665813e-08,4.000000000000000000e+00
1.728200833050953923e+06,9.199166949046077235e+00,1.077451816822736482e-08,4.000000000000000000e+00
1.728461913318305742e+06,8.938086681694258573e+00,1.075173071809907190e-08,4.000000000000000000e+00
1.728715583903196501e+06,8.684416096803499130e+00,1.072963615811772698e-08,4.000000000000000000e+00
1.728962055098784855e+06,8.437944901215145066e+00,1.070821215079200687e-08,4.000000000000000000e+00
1.729201531229929533e+06,8.198468770070467926e+00,1.068743714971969783e-08,4.000000000000000000e+00
1.729434210822573397e+06,7.965789177426602308e+00,1.066729036769800855e-08,4.000000000000000000e+00
1.729660286768322578e+06,7.739713231677422201e+00,1.064775174632222917e-08,4.000000000000000000e+00
1.729879946484354092e+06,7.520053515645908071e+00,1.062880192699329407e-08,4.000000000000000000e+00
1.730093372068783734e+06,7.306627931216265637e+00,1.061042222325963322e-08,4.000000000000000000e+00
1.730300740451626480e+06,7.099259548373520801e+00,1.059259459442228881e-08,4.000000000000000000e+00
1.730502223541470943e+06,6.897776458529056853e+00,1.057530162033734271e-08,4.000000000000000000e+00
1.730697988367992919e+06,6.702011632007081054e+00,1.055852647735309356e-08,4.000000000000000000e+00
1.730888197220421862e+06,6.511802779578138356e+00,1.054225291532346683e-08,4.000000000000000000e+00
1.731073007782079512e+06,6.326992217920487604e+00,1.052646523564213443e-08,4.000000000000000000e+00
1.731252573261099169e+06,6.147426738900830578e+00,1.051114827024535540e-08,4.000000000000000000e+00
1.731427042517436203e+06,5.972957482563796994e+00,1.049628736153418985e-08,4.000000000000000000e+00
1.731596560186271556e+06,5.803439813728444641e+00,1.048186834317024204e-08,4.000000000000000000e+00
1.731761266797916032e+06,5.638733202083967555e+00,1.046787752170047009e-08,4.000000000000000000e+00
1.731921298894309206e+06,5.478701105690793938e+00,1.045430165897081167e-08,4.000000000000000000e+00
1.732076789142212830e+06,5.323210857787169736e+00,1.044112795528890275e-08,4.000000000000000000e+00
1.732227866443192353e+06,5.172133556807646748e+00,1.042834403329941580e-08,4.000000000000000000e+00
1.732374656040475471e+06,5.025343959524528614e+00,1.041593792253755040e-08,4.000000000000000000e+00
1.732517279622779926e+06,4.882720377220073793e+00,1.040389804462748986e-08,4.000000000000000000e+00
1.732655855425192276e+06,4.744144574807723558e+00,1.039221319909509400e-08,4.000000000000000000e+00
1.732790498327186331e+06,4.609501672813668627e+00,1.038087254976545163e-08,4.000000000000000000e+00
1.732921319947857177e+06,4.478680052142823165e+00,1.036986561171740684e-08,4.000000000000000000e+00
1.733048428738454590e+06,4.351571261545410074e+00,1.035918223876911704e-08,4.000000000000000000e+00
1.733171930072288262e+06,4.228069927711738174e+00,1.034881261146951635e-08,4.000000000000000000e+00
1.733291926332082599e+06,4.108073667917400584e+00,1.033874722557236105e-08,4.000000000000000000e+00
1.733408516994852806e+06,3.991483005147194341e+00,1.032897688097043402e-08,4.000000000000000000e+00
1.733521798714370001e+06,3.878201285629998996e+00,1.031949267106908463e-08,4.000000000000000000e+00
1.733631865401288960e+06,3.768134598711039729e+00,1.031028597257854863e-08,4.000000000000000000e+00
1.733738808300999226e+06,3.661191699000773792e+00,1.030134843570660038e-08,4.000000000000000000e+00
1.733842716069267597e+06,3.557283930732403121e+00,1.029267197473351301e-08,4.000000000000000000e+00
1.733943674845733447e+06,3.456325154266552957e+00,1.028424875895180188e-08,4.000000000000000000e+00
1.734041768325320212e+06,3.358231674679788004e+00,1.027607120395505825e-08,4.000000000000000000e+00
1.734137077827616595e+06,3.262922172383405428e+00,1.026813196326005221e-08,4.000000000000000000e+00
1.734229682364291977e+06,3.170317635708022941e+00,1.026042392024804635e-08,4.000000000000000000e+00
1.734319658704595873e+06,3.080341295404126711e+00,1.025294018041078982e-08,4.000000000000000000e+00
1.734407081439001486e+06,2.992918560998514277e+00,1.024567406388846742e-08,4.000000000000000000e+00
1.734492023041039705e+06,2.907976958960294844e+00,1.023861909828686353e-08,4.000000000000000000e+00
1.734574553927380126e+06,2.825446072619874016e+00,1.023176901176197003e-08,4.000000000000000000e+00
1.734654742516207043e+06,2.745257483792956865e+00,1.022511772636037508e-08,4.000000000000000000e+00
1.734732655283937929e+06,2.667344716062070908e+00,1.021865935160509616e-08,4.000000000000000000e+00
1.734808356820332119e+06,2.591643179667880936e+00,1.021238817831605785e-08,4.000000000000000000e+00
1.734881909882036271e+06,2.518090117963729391e+00,1.020629867265607061e-08,4.000000000000000000e+00
1.734953375444608973e+06,2.446624555391026856e+00,1.020038547039221560e-08,4.000000000000000000e+00
1.735022812753070612e+06,2.377187246929388653e+00,1.019464337136442841e-08,4.000000000000000000e+00
1.735090279371016659e+06,2.309720628983340962e+00,1.018906733415259779e-08,4.000000000000000000e+00
1.735155831228338415e+06,2.244168771661585016e+00,1.018365247093386140e-08,4.000000000000000000e+00
1.735219522667588899e+06,2.180477332411101088e+00,1.017839404252276133e-08,4.000000000000000000e+00
1.735281406489031855e+06,2.118593510968144855e+00,1.017328745358690758e-08,4.000000000000000000e+00
1.735341533994415542e+06,2.058466005584457914e+00,1.016832824803076094e-08,4.000000000000000000e+00
1.735399955029499484e+06,2.000044970500515884e+00,1.016351210454124890e-08,4.000000000000000000e+00
1.735456718025377952e+06,1.943281974622048436e+00,1.015883483228891129e-08,4.000000000000000000e+00
1.735511870038629277e+06,1.888129961370723420e+00,1.015429236677776477e-08,4.000000000000000000e+00
1.735565456790325465e+06,1.834543209674535325e+00,1.014988076583922405e-08,4.000000000000000000e+00
1.735617522703935159e+06,1.782477296064840733e+00,1.014559620576340472e-08,4.000000000000000000e+00
1.735668110942150932e+06,1.731889057849068214e+00,1.014143497756318015e-08,4.000000000000000000e+00
1.735717263442670926e+06,1.682736557329073568e+00,1.013739348336557465e-08,4.000000000000000000e+00
1.735765020952965599e+06,1.634979047034401445e+00,1.013346823292591684e-08,4.000000000000000000e+00
1.735811423064056551e+06,1.588576935943448953e+00,1.012965584025997048e-08,4.000000000000000000e+00
1.735856508243338903e+06,1.543491756661096614e+00,1.012595302038918391e-08,4.000000000000000000e+00
1.735900313866469311e+06,1.499686133530689469e+00,1.012235658619584030e-08,4.000000000000000000e+00
1.735942876248351764e+06,1.457123751648236043e+00,1.011886344538274049e-08,4.000000000000000000e+00
1.735984230673241895e+06,1.415769326758105295e+00,1.011547059753451643e-08,4.000000000000000000e+00
1.736024411423997488e+06,1.375588576002512164e+00,1.011217513127657351e-08,4.000000000000000000e+00
1.736063451810499653e+06,1.336548189500346817e+00,1.010897422152763661e-08,4.000000000000000000e+00
1.736101384197266540e+06,1.298615802733460445e+00,1.010586512684302134e-08,4.000000000000000000e+00
1.736138240030282876e+06,1.261759969717124452e+00,1.010284518684530022e-08,4.000000000000000000e+00
1.736174049863070250e+06,1.225950136929750522e+00,1.009991181973862826e-08,4.000000000000000000e+00
1.736208843382014195e+06,1.191156617985805521e+00,1.009706251990446140e-08,4.000000000000000000e+00
1.736242649430975318e+06,1.157350569024682141e+00,1.009429485557538736e-08,4.000000000000000000e+00
1.736275496035201009e+06,1.124503964798990729e+00,1.009160646658405949e-08,4.000000000000000000e+00
1.736307410424557514e+06,1.092589575442485472e+00,1.008899506218527482e-08,4.000000000000000000e+00
1.736338419056104729e+06,1.061580943895271023e+00,1.008645841894754039e-08,4.000000000000000000e+00
1.736368547636027448e+06,1.031452363972552133e+00,1.008399437871308865e-08,4.000000000000000000e+00
1.736397821140947985e+06,1.002178859052015536e+00,1.008160084662230213e-08,4.000000000000000000e+00
1.736426263838629704e+06,9.737361613702960605e-01,1.007927578920194858e-08,4.000000000000000000e+00
1.736453899308096617e+06,9.461006919033825291e-01,1.007701723251363301e-08,4.000000000000000000e+00
1.736480750459179282e+06,9.192495408207178587e-01,1.007482326036142644e-08,4.000000000000000000e+00
1.736506839551507961e+06,8.931604484920390163e-01,1.007269201255593138e-08,4.000000000000000000e+00
1.736532188212965149e+06,8.678117870348505125e-01,1.007062168323315800e-08,4.000000000000000000e+00
1.736556817457615864e+06,8.431825423841364797e-01,1.006861051922632668e-08,4.000000000000000000e+00
1.736580747703127330e+06,8.192522968726698718e-01,1.006665681848889442e-08,4.000000000000000000e+00
1.736603998787696240e+06,7.960012123037595311e-01,1.006475892856668117e-08,4.000000000000000000e+00
1.736626589986494277e+06,7.734100135057233594e-01,1.006291524511786666e-08,4.000000000000000000e+00
1.736648540027646581e+06,7.514599723534193254e-01,1.006112421047929950e-08,4.000000000000000000e+00
1.736669867107758531e+06,7.301328922414686007e-01,1.005938431227685189e-08,4.000000000000000000e+00
1.736690588907000143e+06,7.094110929998569404e-01,1.005769408207935692e-08,4.000000000000000000e+00
1.736710722603762988e+06,6.892773962370120078e-01,1.005605209409385689e-08,4.000000000000000000e+00
1.736730284888901049e+06,6.697151110989507661e-01,1.005445696390148105e-08,4.000000000000000000e+00
1.736749291979567381e+06,6.507080204326193273e-01,1.005290734723184521e-08,4.000000000000000000e+00
1.736767759632658679e+06,6.322403673413209413e-01,1.005140193877542880e-08,4.000000000000000000e+00
1.736785703157876618e+06,6.142968421233817589e-01,1.004993947103224701e-08,4.000000000000000000e+00
1.736803137430421542e+06,5.968625695784576246e-01,1.004851871319573102e-08,4.000000000000000000e+00
1.736820076903321780e+06,5.799230966782197294e-01,1.004713847007104542e-08,4.000000000000000000e+00
1.736836535619416740e+06,5.634643805832602048e-01,1.004579758102583937e-08,4.000000000000000000e+00
1.736852527222997742e+06,5.474727770022582707e-01,1.004449491897336041e-08,4.000000000000000000e+00
1.736868064971119864e+06,5.319350288801361071e-01,1.004322938938625829e-08,4.000000000000000000e+00
1.736883161744591314e+06,5.168382554086856651e-01,1.004199992934051305e-08,4.000000000000000000e+00
1.736897830058651278e+06,5.021699413487221708e-01,1.004080550658807296e-08,4.000000000000000000e+00
1.736912082073346712e+06,4.879179266532883141e-01,1.003964511865752220e-08,4.000000000000000000e+00
1.736925929603611352e+06,4.740703963886480632e-01,1.003851779198213161e-08,4.000000000000000000e+00
1.736939384129061131e+06,4.606158709388691874e-01,1.003742258105399372e-08,4.000000000000000000e+00
1.736952456803510664e+06,4.475431964893359926e-01,1.003635856760357040e-08,4.000000000000000000e+00
1.736965158464219421e+06,4.348415357805788251e-01,1.003532485980396003e-08,4.000000000000000000e+00
1.736977499640876660e+06,4.225003591233398859e-01,1.003432059149904202e-08,4.000000000000000000e+00
